text,target
راحة البال,1
فعلا الناس تما الضيف عندهم شي حاجة مقدسة,1
منطقة زوينة و تستحق الزيارة و خصوصا في فصل الربيع سبق لي و زرتها و ناسها من الطف خلق الله,1
 زوينة عندك هادي ,1
عندك الحق ضربوا تمارة باش يطلعو مستواهم لاش يبقاو هنا يعصبو راسهم,1
اللي وراء هاد المهزلة متمكنين في البلاد و اي خطوة راك عارفة المآل لكن اقول لازم من التضحية للوصول لاي نتيجة اما مسألة واش يتافقو ولا محايدين ضروري هناك ناس اللي غا تضحي با,0
احسنت القول,0
هاد الاختلاف فالرأي عرفت به بزاف دالحوايج المهم اول مرة نتناقش مع شي فتاة فمسألة بحال هكا شاپوووو ,1
فعلا كل حاجة تعطاها حقها تكون جيدة,1
بطريقة مباشرة راني طباااخة ماهرة فهمت عليك تسلم الايادي اللي علموك,1
حالة لا ساس لها و لا رأس,1
خليها على الله هادشي يحزن القلب,0
كلمة ذنب لو اصلا هما يحسو بالذنب ما راح يعملوا هادشي ضمير ميت اختي,0
مرض ما عندو علاج,0
 و الله ماكذبتي,1
 صافي نتي عقبرية على هاد الحساب ,1
صافي غ نتقدمو على هاد الحساب,1
 امين,1
الخير فيما اختاره الله لك تحسس الدين و الخلق اولا و اعلم انني انا و انت في نفس الحالة الله يلاقينا مع من احسن منا,1
الله ياخذ الحق ف اللي كان حيلة و سباب,0
الله يصلح الحال هذا اللي كان وراء هاد التغييرات الله يهديه و صافي,1
خايبة,0
ها اللي صحيح مشكور,1
كان عندي واحد المتابع واضع اسم و كان واضع صورة طفل صغير يضع نظارات سوداء لم الاحظه منذ مدة ان كان غير الاسم و قرأ تغريدتي هذه فليظهر و عليه الامان ,1
مزيان مربوحة ان شاء الله,1
الواحد يحصن راسو مزيان بالاذكار و الله يحفظ كل مسلم من كل مكروه,1
 لهنا و راحة البال,1
الصورة من إحدى المقرارات الدراسية للمستوى الابتدائي للاشارة الكتاب خاص بمادة اللغة الفرنسية باطلاعك على مضمون الكتاب ستعلم لماذا تعليمنا وصل للحضيض قاليك واحد ، جوج ، ثلاثة با مشا لسباتا,0
راني غ ضاحك اصلا هذا اللي عندي و ننساه مرة مرة,1
الله يلاقينا مع ما احسن منا لتطيب العشرة,1
صافي عييت و الله لا طاقة لي عليه,0
تماما أتفق معك,1
امين عذرناهم على وجه ديك البنية اللي بغت تفرح هاد الليلة,1
نمشي ننعس تصبحون على غذ أفضل,1
 بغاو ينشطو ما كاين لاش نحرموهم هاد الطلب و الله ييسر لهم,1
أحب التغريد في تويتر و اكره النفاق و ماجاوره و اشجب الرسائل المعسولة على الخاص و دوك الفعايل المغضوب عليها,0
خاصها غ الطريق تكون مزيانة اما المنطقة فيا سلام,1
اااه مزيان سبق لي زرتها جميلة سبحان الله,1
جميل وش اسم هذا المكان,1
 معك حق الانصاف هو هذا,1
الناس تعظم الكنيسة بزاف و يوكلون امورهم اليها و فحالة ما لقات لهم حلول لمثل هاد الافعال غ يفقدو ثقتهم فيها و هنا يبان دور القساوسة في التستر على الفضائح لكي لا تفضح الكنيسة,0
الحداگا و داكشي ,1
آمين يا رب عيدكم مبارك سعيد تعيدو و تعاودو إن شاء الله,1
آمين تعيدو و تعاودو ان شاء الله,1
يارب ٱمين,1
 بصح نرجعو لعادتنا اللي كنا عليها شحال هادي,1
للاسف,1
 بصح مكان زوين بزاف,1
و انا من الناس اللي تفضل الحوار على اي سبيل آخر ان تمت حل للوصول اليه فهو كذلك غير ذلك الانسحاب سبيل الخلاص دمت طيبة,1
افشل بلدية هي اكادير و انزكان ايت ملول,0
نتفرج فيه ما نفهم تا وزة و تنضحك,1
النفسية محتاجة شي كوخ فهاد المكان الرائع,1
شي حد دار ليها شي حاجة و عممتيها علينا كاملينا التعميم منطق الجهلاء كاينين ناس تغير على ولاد و بنات بلادها ماشي كلشي في سلة وحدة,0
اه هادي باينا و زوينة تصوير رائع,1
 وايلي و اش هداك الخير,1
 لا قصدي ان بعض المرات الصورة تكون جميلة على الواقع بدرجات تقدر مثلا تبان لك الصورة زوينة و لكن فاش تزور المكان يبان لك عادي هذا قصدي,1
دبا نتا حگرتنا ,0
 ابداع,1
اللهم آمين يارب العالمين شكرا,1
اها زاد جمالا ,1
و جميع موتى المسلمين,1
آمين يارب العالمين,1
يحفظك مولانا ,1
سيرو الله يصلح لكم التريكة,1
 غير تهلا فيها تولي ان شاء الله بحال هكا,1
الثقة في النفس تبارك الله عليك,1
 بصح ناس بكري يعرفو يختارو فين يسكنوا,1
 الخط تقري تحسنيه من اسهل ما يكون فقط داومي على الكتابة و كوني متفائلة ,1
ااه غالب من يكتب ياليسرى خطه يكون حسن,1
و هادشي في تزايد الله يستر,0
ملي تشوف بحال هاد الصورة نفقد امل فالبلاد,0
ضحكتيني,1
بالعكس ندخل الابتسامة على الناس بدون مقابل و اللي جا يدير معايا سيلڤي,1
و الله ما كذبتي شكرا,1
 دقة الملاحظة تتعرفوا بعضياتكم ,1
 حال البعض قريبا ,1
عندنا كيصرفوا ميزانية بقيمة مليون باش يشتروا الاضحية لانفسهم و هناك من لم يجد حتى عشاء ليلة وطن مليء بالخونة,0
لقيتيني راشقا ليا ما گاع ما عندي مع بحال هاد الهشتاجات,1
اه مزيان,1
شتيجن احسن من روبيرتو,1
كاين خلل فالمنظومة,0
بقا نتا تسنى من الدولة و عباد الله تعاني و ملي ينوضو يطالبو بحقوقهم يخرجو لهم هادوك اللي شبعانين يقولو لهم بغيتو تردونا بحال سوريا راه هاد اللامبالاة و التفرقة اللي بيناتنا هي سباب فشلنا كل واحد راسي يا راسي مجرد رأي,0
 راني غ ضاحك و الله يجيبنا فالصواب,1
متفق معاك لكن هناك من حج مرات عديدة و من جيرانه اللي ما عندو حتى عشاه,1
كلامك صحيح للاسف ما خدموا ما يخلو اللي يخدم,0
 الحق ما بغاه حد منظور الناس للااشياء يختلف سيدتي على العموم قابلينها منكم و الله يرزقنا صبر ايوب ,0
ناس مراكش و اوريكا بالخصوص يحسن الله عوانكم,0
في اطار تشجيع المواهب و داكشي هذا ما كان ,1
مضمنت لك والووو للاسف,0
بالنسبة لي هذا داخل في خيانة الامانة,0
 لا لا باينا الذكاء عمل جيد واصلي ,1
الله يسلمك ,1
هاي هاي هاي على الذكاء ,1
 المشكلة فالحكم اللي منحااااز,0
صافي و الله ما ادمان ما والو غ ضاحكين,1
الطموح ما عندو حدود العام الجاي نشوفوه فاوروبا,1
البهجا هو سبب تطور الكورة السعودية,1
لا هدي هي الرومانسية ولا بلاش,1
هداك فالاول كان بعقلو مت بعد ولى احمق لقدرة قادر,0
تهنيتي من واحد البروبليم منو ما كاين,1
الله يلاقي كل واحد مع اللي يتمنى و الله يهدي ما خلق,1
كنحس باللي نصيبي من الحظ قليل او في نفاذ,0
اش غ يوقع گاع حرري راسك,1
نفهم من كلامك بلي حنا اصل المشكل,0
لا تشغلي بالك راني غ ضاحك باش ما ضرك العين,1
البرازيل الرقم واحد فهاد النوع دالسرقة,0
تبارك الله عليك دقة الملاحظة ها واحد الصورة تقريبية للاناناس,1
 المغربي الي طلق العنان الخيال ديالو النتائج تبان تبان ,1
هاد التلاميذ و الأولياء ديولهم و الله ما يستحقوا هاد العناء و التكرفيص,1
من هواياتي نتكلم اللونقلي يعني أحسن من رئيس الحكومة,1
اللي قراها ما يقول مبتدئة صراحة ما شاء الله عليك,1
عجبتني رآها زوينة,1
هو الحاكم تقمع و كتم القمعة و حتى الهضرة ما جاوبوش,0
ما دام الانسان يفكر على اساس يفك غير راسو فالوضعية لن تتحسن,0
الله يطول لينا ف عمرو المعلومة في دقيقة ,1
بلا حشمة بلا حياء ,0
توحشتها والله,1
 بصح,1
القانون يجب ان يطبق على الكل,1
 صافي الزبدة البلدية احسن ما كاين,1
هداكشي تعياي ما تخممي فيه لكن دون جدوى الله يصبرنا و صافي,0
سياسة ترهيب العدو ,1
اللي يهضر معاك يعني راه يشوفك نتا الوحيد اللي مهتم به و يرتاح معاك رأيي خليها و عطيها الوقت و تصنتي لها رغم ان دلك صعيب لك لكن خليها هي تزيد ترتاح معاك,1
بصح تماما ,1
الله يبارك فيك مشكورين على حسن الضيافة ,1
تسلم يا الغالي,1
كلامك صحيح ولخص الواقع اللي كاين دبا دبا انا شفتهم غ فالجامع و ما يحترموه ف رمضان و الى كلمتوا يجيك باباه ما خليك يحترم لك الاستاذ الى قلت له كلمة يجاوبك بعشرة كما قلت الوالدين فرطو فالتربية و انهار المجتمع,0
 كانو اساتذة زوينين واخا هكاك و كانو يحرصو على المصلحة د التلميذ,1
 حتى انت الله يذكرو بخير,1
بصح ,1
توصلو بالسلامة ان شاء الله,1
 واخا هكاك كانو اساتذة يهتمو لمصلحتنا,1
 بصح يحسن الله عوانكم,1
 ضاع لك النص فحياتك ,0
و الله شي حاجة تخلع و الله الله يهدي ما خلق,0
و الله الى جمعنا گاع الموبقات و من يخرج الى شوارعنا في هذه الايام سيرى العجب العجاب,0
اااه بصح والله الى شي حاجة تفزع القلب ,0
ف امان الله,1
 هكا احسن في ظل المصلحة العامة ,1
ظهر الفساد في البر و البحر الله يلطف بنا,0
كندخل ل يوتيوب كنطل على كنلقى الاغاني يحتلوا الصدارة و هاد الامر له فترة معي من الزمن و الاشكال الاكبر في طبيعة هاد الاغاني شيء يندى له الجبين و الله,0
و الله ما كذبت ,1
حتى انا ,1
صافي قريتها و انا نثيق,1
كيعجبني نتصنت له عندو ما يقول و يتكلم ف بزاف المواضيع,1
 ,1
 احسن الله عوان هاد الجيل,0
اااه هادشي فاش يعجبوك يراعون مصالحهم فقط,0
 حشومة عليكم ا,0
غ يتصلح الحال ان شاء الله غير كوني متفائلة,1
 اوافقك الرأي لكني لا اريد مناصب خليني هاني و مهني احسن ,1
صافي كوني هانية ,1
 اوا الله يدير اللي فيها خير,1
 معذور بصح هو ترويح عن النفس الى الانسان عدو فائض دالوقت,1
 يمكن جات عليها مقولة فيها خير خير للنفس ترتاح و تسترجع الطاقة,1
اتفق معك هو قرب المسافات و خلانا ننساو الاشتياق الى درجة معينة,1
ااه غالية بزاف حيت كيحسبو درهم للفرد بمعنى اللي غ يمشي مع العائلة صعيب له,0
 اااه و جات عليها ,1
 صافي واخا,1
الى طلبتيها طلبها نيت كبيرة الله يرزقنا الصحة و السلامة,1
يهديهم الله و يشوفو من حالنا ,1
 عندك الحق ,1
 لا راه غ بالضحك ما قادين على حرب ,1
بصح و الله,1
الى حضر المال غاب المبدأ و تسدو العينين ,0
حنا مالين الخير نجمعو الناس على الخير ,1
معك حق اما حنا تشتتنا حتى ما بقا فينا ما يصلح,0
وخصوصا هاد شعب بنو الاصفر خداو التربية و الاخلاق في المقام الاول و عطاو عناية من الصغر لهذل نجد ابناءهم يتفوقون في كل شيء,1
بالتوفيق و ان شاء الله تحدو حدو مواطنك أزارو تهلاو لينا فيه يا شعب الزمالك,1
اه بصح صعيب بزاف ,0
الراس بزاف د الافكار يدورو فيه لكن الوقت و عدم الاهتمام يقتل تلك الافكار,0
الله يهديه يبقى معانا و يخلوه يخدم,1
واش ها التعليق يا عم يوسف مبدع,1
هل جربت دلك الإحساس تكون كتاكل و تفكر شي حد ولا شي هضرة و توحل لك و تسد لك الشهية,0
لا والو للاسف,0
 تستحق نطبقوها حتى ف البيت,1
العبقرية ما لها حدوود ,1
الغالب الله ماعندي ماندير ليك اودي امارادونا مرضتونا,0
اصلا الدراجي ملي بدا الماتش و هو يقول خروج اسبانيا عطاهم الفال وخا عندهم ماتش ساهل,1
الحاجة اللي فيها افادة و غ يستافد منها الغير فلا بأس بذلك,1
خرجو فيهم دعاوي المغاربة ,1
لنفرض جاب ايكاردي و لعبو و دخل ديبالا رسمي و حط ميسي فالاحتياط او ماجابوش گاع واش فنظرك هاد المنتخب قادر يدير شي حاجة انا فنظري افشل منتخب هو هذا لا وسط زين يتحكم فالكورة و يعطي پاسات ولا اظهرة تصونتري كواري نكونو واقعيين منتخب,0
الله ياخد الحق ف اللي كان حيلة و سباب ف هاد التفرقة,0
بلدان شمال افريقيا كلهم يعانون من هذا المشكل الشعب يعاني من التهميش و الفقر و الجهل و غياب ابسط وسائل العيش الكريم وتجد المسؤولين يخرجون علينا بانشاء مدينة كذا و تنظيم كذا و كذا يا سيدي براك علينا من النفاق اهتمو بنا الشعب بحاجة لعيش كريم بحاجة لتعليم جيد لصحة جيدة تعبنا,0
اللهجة سبحان الله بحال بحال رغم بعض الكلمات اللي موجودة حتى ف اللهجة ديالنا نلقاو بعض الكلمات اللي فيها صعوبات رغم ذلك فرقونا و شتتونا و جعلونا نكرهو بعضنا البعض,0
صح ,1
بعض المرات عندما ارى لوحة لرسام اطيل النظر اليها حتى ان لم استوعب شيئا اقول انه يخربق لا اقل و لا اكثر مجرد دمج للالوان اي احد يستطيع فعلها ,0
المشكلة اننا في زمن حتى حد ما باغي يقدم و النصيحة و حتى الى قدمتها تقابل بالاعراض و اللامبالاة,0
الواحد يرد البال خصوصا ف هاد الوقت اللي الكل باغي غير الفضيحة لخوه هاد التكنولوجيا الى طاحت فأيدي ضعاف النفوس ستخرب المجتمع الله يحد البأس,0
انت ما تتمنيها للبرازيل و تقولي دمت بخير عن اي خير تتكلمين من ترينه انسب,1
هادشي يبين لك مدى جبانة من يدعون تطبيق القانون و الله حتى العصا د السيمي فيها الانحياز,0
والله هاد المسألة بالضبط شحال من مرة كنطرق لها مع الاصدقاء علاش بالضبط القانون على شي على حساب شي لماذا,0
انا يبان لي افريقيا احسن ما تبقا تشارك ف كأس العالم الحگرة ,0
الله يكثر من مثالو,1
انا يلاه عرفت علاش كان يقول الفرقة اللي يجي بسم الله السيد واثق من رااسو ,1
و و و تحماو علينا ويلاه جابو معانا التعادل ,1
عندي ميول لامريكا اللاتينية دبا نشجعهم واحد بواحد هادوك رعاة البقر القتالية و الكورة ديالهم بوحدها,1
الا اني عندي بعض التحفظ على شي مسائل و بزاف د الاسئلة تدور ف راسي المهم البلاد غاديا للقدام و الشعب وضعيتو تحسنات,1
باش تحصل من نسبة الاصوات خاص تكون سميتك اردوغان شعب تهمه مصلحته و مصلحة البلاد من الدرجة الاولى,1
صباح العز و النصر خويا انس ,1
فعلا اللغة اللي ضاعت لنا و ضعنا فيها للاسف شي باغي يتكلم بالفرنسي شي الانجليزي و هلم جرا كنا معززين بما وهبه الله لنا و ابتغينا اشياء اخرى فذللنا,0
اه متافق معاك انفتاح و اغناء رصيد و ما الى ذلك لكني قلت ف التغريدة باللي تطلق عليهم,1
كنقرا جاب ليا الله بحال لي كنقرا لشي كاتب و لا روائي تبارك الله عليك ,1
كلامك صحيح و في الصميم العزلة اصبحت تستهوينا حتى حد ما بقات عاجباه شخصيتو الحقيقية الكل يحب يعيش ف المجهول للاسف,0
 المعزة فالقلب,1
شفت واحد الفيديو ما عجبني و المشكلة ينتشر بسرعة البرق الناس ما بقات تستر اخوانها الله المستعان,0
اسيدي مبرووك لك و لامك و جعلك بارا بها وبالتوفيق مستقبلا,1
ايييه الايام انا نهار شديت البكالوريا ذبحنا بقرة كلنا و شربنا و القبيلة كاملة كلات و شربت الفرحة و النشاط و شي ما شاط فينك آ الايام الله يهدي شي مرضي الوالدين يحيي لنا هاد الذكرى التلاميذ اللي حصلو على البكالوريا نبارك لكم واللي ماتوفق الله يسر لكم مستقبلا,1
المهم ما تخلي على جهدك والو ف سبيل اسعادهم و تعويضهم هدك فترة و ستمر و سيعرفون بقيمتك حينها,1
تماما الواحد خاص ديما يكون عندو موقف يدافع عليه,1
هاد المغادرة باش عرفتها قرار فاشل كان عندنا واحد الحارس العام من الطف خلق الله و قمة فالتسيير بقا فيا فاش مشا وعوض باكرف منو استنزفت خزينة الدولة الى اقصى درجة,0
 ثقافة حنا فالحين غ يشبعوهم عصا حدا البرلمان,0
كاينين شي مسائل تتوارث و هادشي ضروري ما يورثوه و لو القليل منو و سيفيدون من يأتي بعدهم,1
هذا حالنا للاسف انا همي الجيل اللي جاي خصوصا ابناء منطقتي لا ابخل عليهم بالمساعدة و المشورة و الله كاينين ناس دبا ف لافاك باقين يطلعوني على شي مسائل و يستشرو معي و لله الحمد والتلاميذ اللي مقبلين على الامتحانات ضروري ما يجو يستاشروا,0
يمكن اختي امل انا كنتقذ هاد الفئة بزاف لان عندها مسؤولية كبيرة و يمكن نعتبروها هي سبب الجهل اللي وصلنا له كاد المعلم ان يكون رسولا ما تقالت من فراغ و لكن لاسباب منها تبيين الطريق الصحيح لفئة الشباب,0
هذا المشكل الاكبر يلزمون اولاد الشعب باش يمشو للجامعة و المدارس يدخلو لهم اولادهم,0
هاد المسألة شفتها ف الفوج ديالي اللي مشا للتعليم همهم الاول هو الماندا اما التلميذ يقرا و لا ما يقرا شغلو هداك خصوصا بعد الاحداث الاخيرة ضد الاساتذة من ضرب و سب,0
جيل صعيب هذا ,0
 الارجنتين بقات فيا,0
غ ندير راسي بحال الى فهمت و غ نضحك ,1
المهم حنا مقاطعون بغاو ولا كرهوا و عزيمة الشعب غ تنتصر ف الاخير,1
اااه متافق معاك المشكل ماشي فولاد الشعب المشكل فالناس من الطبقة البورجوازية اللي ما تهمهم المقاطعة,0
الحگرة و كون كانت بنادم ,0
الله المعين و الله ييسر الامور لكل واحد ,1
هدي تسمى الخيانة لعظمى تسمح ف بلادك ,0
سمعت له البارح و سمعت باللي غ تكون ف الابتدائي و التأهيل و باللي مدرسيها غ يكونو لها بوحدها حنا كنعانو من مشاكل مع الاطار المزدوج فما بالك باطار اخر,0
 اوا مبروك,1
تماما لهضرا على اللي حادر راسو ,0
من الاحسن تبقاي بعيدة على بحال هاد المشاكل و خصوصا مع ناس د السلطة لانهم يقدرو يلفقو للواحد شي تهمة گاع ما كاينا,0
 حرقت له قلبو ,0
هداك حال الناس ديما مع الادارة و الاداريين انا بعد و لله الحمد فاش نبغي نقضي شي غرض فالادارة ماعمرني واجهت شي مشكل بحال هذا معمرني رشيت شي حد على قبل شي غرض الحمد لله,1
افشل ادارة على الاطلاق بصح نيت خاص ثورة ف حقهم ملي المقدم يرد راسو هو رئيس الدائرة اش تسنى فيه من خير مازال الادارة ف البلاد قاتلاها الرشوة الا من رحم ربي,0
الى كانو الانظار متجهة لك فاعلم انك في الطريق الصحيح,1
الناس مقهورة و تقلب فين تفرغ هاد القهر و الشحنة السالبة و كما قلت الكورة ماشي الحل,0
كما قال المغرب لو فيها أربعة ملاعبية من طينة المرابط ما تهمهم لا البرتغال ولى الأسبان تحية خويا الرجولة آللي داويين عليها فالتلفزة شفناها عندك اليوم ,1
حسن لك,1
 عندك الصح ,1
عجيب كلمة الحق ما بغاها حد,0
ما فهمت,0
وسخ الدنيا ,0
كاينين امثالها القناعة شعارهم,1
نعم السند الله يعمر له الدار,1
هاد المسألة ديال فصل الدين عن الحياة عجبتني احييك عليها كما اني اراها هي اللي مطبقة ف مجتمعنا بحال الى الناس غير مقيدين بدينهم في حياتهم لو كانو كذلك كنا رأينا النتيجة,1
تدخل للمسجد يعجبك المنظر الناس جات تلبي نداء الخالق لتأدية شعائر الله ,1
بغيت نهضر ف بزاف د المواضيع اللي تضر فالخاطر اللي اصبحت سائدة في مجتمعي المغربي مجتمع بعد على الطريق و اتبع السبل و تشتت ها اللي يشرق ها اللي يغرب حتى حد ما بقا تهمو مصلحة خوه مجتمع ولى فيه الفرد يهمو فقط المال لا غير بغض النظر عن الطريقة اللي يكتسب بها,0
بلا مجاملة و الله و لكن راه وصلنا لمرحلة اننا عزيز علينا نشوفو بنات بلادنا يتعرضو للفضائح و الاغتصابات وووو ولينا نتلذذو بالفضيحة على حساب بنات مجتمعنا خاصنا نحيو شوي الغيرة ف شبابنا,0
الله يحد الباس و صافي,1
 للاسف عندي غ مع احمد مطر نشرت ليه واحد المرة و شبعت سبان و انا نعتزل ,0
على فكرة الاناث اللي يتعصبو على الكورة قلال نحييك ,1
قلة التركيز و واخذين من الاحتراف غ السمية,0
لكن لازم نوقفو لهم ف وجوم و نوقفوهم عند حدهم باش يعرفو باللي حنا هما اصحاب القرار متى ما اردنا ان يقام مهرجان سيقام و متى ما اردنا ان نوقفه سنفعل و بكل جرئة و عزيمة ,1
جعلوا من شبابنا اضحوكة الله ياخذ فيهم الحق,0
سبحان الله اوا الله المعين و الله يجعلنا عندو من المقبولين,1
اه و هما يقولو باللي مهرجان الثقافات اسيدي جيب بنتك و مرتك تما وسط الجموع و شوف واس ترضى بهداك الذل,0
الناس اللي عندهم متابعين بالالاف عندما يغردون تشدك الشفقةعليهم ,0
ان شاء الله راه حاضرين خاص غ الزعامة و الثقة,1
يستحقوها حيت حالنا ما يهمهم,1
لاعبين و ما خايفين,1
 لاعبين الكورة,1
راك غ تفقسي لميمة لحنينة و هي ما قادة عليها,0
غ البيض اللي تزاد تقريبا كلشي التفاح و البنان عندنا واصل درهم فلوس الدعم راهم يتبرعو بهم الفئة الدنيئة ف روسيا حسبنا الله فيهم,0
 الفقسة ,0
تماما ما دام القضاء لا يقوم بواجباته ف غير الله يحد الباس و صافي,0
كل منطقة و الامتيازات اللي عندها و هدا اللي يزيد من جمال مكان عن غيره,1
الله ياخد الحق ف اللي كان حيلة و سباب,0
تماما الواحد هو اللي يعز راسو و الله هو الرزاق العليم,1
 ياك الحمد لله,1
 حتى هادي زوينة ,1
لا ما جات نتشفاو فيهم الله يهدي ما خلق تقبلي مروري,1
خليهم يحكو عن هدفك يا كوتينيو,1
من الفرق اللي ممكن تتفرج فيها و ما تندم على الوقت اللي ضيعت,1
نعيش في زمن الغفلة غير الله يرأف بنا و صافي,0
 بصحتو اللي كلا شي حاجة الله ينفعو,1
 انا اللي نتعجب ليه كفاش حتي قنعهم او اقتانعو الجهل باق ف البلاد للاسف,0
 اوا امير المؤمنين اولى بتلبية طلباته,1
تمام,1
 زوينة هاد ديال المسيح الدجال اخويا قضى علينا الجهل و الفقر ف هاد البلد السعيد,0
امارة المؤمنين عيب و عار الله ياخذ الحق ف اللي كان سباب,0
 الله يغفر لينا و لكم ف هاد الليلة المباركة التي نحسبها و الله اعلم ليلة القدر,1
للترفيه فقط أي قصرية يجي بسم الله,1
المهم الله يوفقهم و يديرو شي نتيجة اللي تفرح,1
عش نهار تسمع لخبار مغربي استطاع أن يقنع الآلاف من المواطنين يلتحقوا بالجبل باش يخرج ليهم كنز من الجبل يغنيهم ويغني العالم بأسره وا اسفاااااه,0
 و الله اختي الى غ الضحك و صافي لا تواخذيني ,1
 نتوما العيالات عزيزة عليكم غ الغيبة و النميمة,0
نعاونك نقدرو نحققو اي انجاز الا انك تغيري لهاد المخلوقة رايها مستحيييييييييل,0
اتفق معك حاولي اختي تقنعيها,1
الروسية صعيبة,0
للاسف كاين بزاف د الاعتقادات خاطئة و لكن الله غالب على امره الامور الدنيوية يفلحون في الاهتمام بها و مسائل الاخرة لا مبالاة ,0
و شهد شاهد من اهلها اان شاء الله يكون خير متفائلين بالخير,1
رايك يحترم بغش النظر عن المسائل الدينية حكمهم ينجح و لا لا معروف على المرأة الى خذات اي مسألة تاخذها بجدية و حزم,1
الله يرحمها و يرحم جميع موتى المسلمين,1
داكشي زين تبارك الله و لكن الواحد ينقص من الحلويات و المقليات لصحة جيدة,1
راه نتوما اللي ما بقيتو تحشمو و لا نتوما عندكم الحصانة الله يعطينا وجهكم,0
باش نيت يعرفو ب قيمة الشعب,1
و على العهد باقون فيديو داير ديال طاكسي صغير د طنجة و قفو الحركة و الله اعلم,1
 الواقع لهيه و العبرة بالخواتيم الله يدينا ف الضو,1
ضروري و في تلك اللحظة النتيجة غ تبان شعب واعي بما يفعل صعيب تقمعو,1
لا راه غير يمثل ليكم الحال و القناعة ما كاينا الواحد هو اللي يرضى بالواقع ,1
و ايييه اللي مولف الجماعة يجي نهار يبقى بوحدو يحس بالفرق خصوصا اني لست من محبي التلفاز اثناء الاكل,0
اليوم فطرت بوحدي جاب ليا الله بحال الى راني بوحدي فهاد الكون واا الصقيل الوحدة نعمة,1
يقولوها فينا مزيانة ,1
 ناوي يكتب بنا شي رواية يكون هو بطلها منك لله منك لله منك لله يا وزير البدع ,0
و الله هداك ما يفقه ف الدين قيد انملة عاد يفرض على شيخ شي حاجة كان خرج واحد التقرير يفند فيه شي مسائل و جاوبوه غ فقهاء ماشي حتى علماء و لقاوه ما فاهم تا وزة منها السدل و قول امين وووو,0
هداك حكايتو حكاية غ خليها على الله,0
باركولي اليوم حصلتو علا جاءزة تنويه كون اتكلمو و اكتبو للوغة العربية بتلاقا، وأنا جدو سعيد بهادا لنجاز و قررت أن اوشارككم فرحتي ، ومن هذا المنبر اشكرو كل من شاركا معي في فرحتي ،واتمنا أن أكون عند حسن ضنكم بي و جزاكم الله خيرن,1
و اخيرا دويت ف شي حاجة,1
لا لا لا ما متافقش عنداكم تديروها راني المتضرر الاكبر ,0
 انتي تعرفي,1
اه حتى ف التغريدة ديالي قلت مع احترامي للاقلية و انا ما عممت شفتك بحال الى كتدافعي عليهم انا غيرتي على المغربيات حيت فيهم امي و اختي,1
هذا ماشي زواج و لا نعترف به كزواج انما الزواج على سنة الله و رسوله اما هذا راه غ لعب الدراري,0
اكبر مجتمع خاصو يتعالج هو هذا مجتمع مستهلك كسول خامل مكبوت االمغربيات لي تيموتوا على السواعدة ماشي كلشي هنا الغيورات و العفيفات,0
 لا معنديش مع الافلام بالمرة لكن اجزم انه باقي,0
ما تديش علي راني اثرت علي هاد المقاطعة وليت نفيق على المقاطعة و ننعس بها,0
يمكن قالة باللي عندو تأثير على الشعب لكن هيهات الشعب لا يعرف للصباغة سبيلا عاق و فاق,1
,1
 بالنسبة للحب يمكن نقولو باللي باقي الى غابت المصالح,1
لم ذلك و الله اني لا اعرف و علاش بالضبط غير المغربيات بغض النظر على الطماعات الله احسن العوان كانو يديروا سعوديات احسن يعالجو غ مجتمعهم و لكن راهم بالغو بزاف,0
و الله الى ما بقا ما يعجب كلشي القنوات المغربية مع الاسف,0
 الله يحفظ و صافي,1
اذن حسن يبقى ساكت غادي غ يفشلنا,0
اصلا ما زال ما غلبنا لاننا الى غلبناهم غ ينقصو ف الثمن و ما دام هما نقصو يعني ما زال ما باقين فالمقاطعة,0
 لا هو على غرار هاد المقولة كيطعن ف بزاف د المسائل اللي ما خاصو يناقشها بالمرة و انا من معارضيه,0
مزيان هواية و صافي,1
هناك ما يسمى بانجذاب الارواح تقدر الواحد ما تعرفو و لكن تشوفو ترتاح ليه قبل ما تتبادل معاه الحديث وهناك العكس سبحان الله,1
المراة ليست ملزمة بخدمة زوجها و اولادها في البيت كاينا شي فتنة كبر من هاادي,0
اااه على فكرة صوتك يشبه لصوتها لكني لست ممن يشجعون على الغناء,0
الله يدير شي تاويل ديال الخير اوصافي البلاد ما بقا فيه ما يعجب,0
كما يقولو ما ديرش ما تخافش الله يحد البأس,1
ااه جميل واش هذا فيديو مركب او انكم كتغنيو بجوحكم,1
هادي هي المشكلة يتغطاو بالوطنية و هم ينهبون و يسلبون,0
المسألة و ما فيها اننا نقدرو نداركو الموقف بالاطلاع على الكتب و ما الى ذلك على عكس ميولكم,1
باش نخرجو من هاد دار غفلون اللي عايشينها لازم من التضحية باش توصل لنتيجة تفرح خاصك تضحي بالغالي و النفيس,1
 الميول دبا عاد عرفت علاش كيخوني التعبير,0
 نقطة مزيانة ف مادة علمية اهون و اسهل من نقطة مزيانة ف مادة ادبية,1
ها الفتن اللي كنت نحذر منهم بسبابو هو سبب بزاف د الفتن و منهم هذه,0
بن كيران خرج بتصريح يدعو فيه الشعب المغربي لوقف و قال ليكم اللي غلب يعف و يرجى ايقاف و اقول لك دائما المواطن هو اللي يعف، يعف على التعليم وعلى الصحة وعلى الشغل وعلى الغلاء اوا و نتوما علاش غادي تعفو، على النهب والسلب الشعب تدمر بغا يشوف الملموس والواقع يتبدل,0
