"index","comment_message","sentiment","comment_published"
"8534","يا اخ Mahdi Al Almiاي دولة مهما كانت لم تعترف بالمرتزقة و ابانت عن رأي اجابي في قضية الصحراء سنكون سعداء هذا بالنسبة لجميع المغاربة","P","2016-11-22 18:33:10"
"8535","ارفع القبعة لدولة الصومال بالخصوص والدولة المنسحبة عامة ✌️ الصوماليين طلعو رجال على شعب المليون ونصف المليون (شهيد) 😂😂","P","2016-11-22 18:42:24"
"8536","شكراا لدول خليج مملكة العربية السعودية البحرين وقطر والكويت ولاردن واليمن وسلطنة عمان ولامارات العربية شكرا","P","2016-11-22 18:59:56"
"8537","القافلة تسير و الشاحنات تطحن","N","2016-11-22 19:00:30"
"8538","أشحال هادي ملي قولنا أودي المغرب دولة علمانية وليست إسلامية ولاكن كنلقاو شي مسلمين ديالها باقين عيشين في الظلام وفيقو بلادكم سيطرت عليه العلمانية","N","2016-11-22 19:06:20"
"8539","الملك يسثثمر لينمي اقتصاد المغرب الدول الاوربية لمدا هي الاقوى لانها تسثثمر في دول اخرى وعاءدات هاته الدول تعود بالنفع على الدولة والشعب","P","2016-11-22 19:13:48"
"8540","خاص حملة ضد البرلمانين المتغيبون أولا .","N","2016-11-22 19:19:13"
"8541","المملكة المغربية والصحراء المغربية و سيصل المغرب تاج فوق رؤوسكم يا التافهين","P","2016-11-22 19:30:56"
"8542","الحشيش هو نوع من الوسواس ..ويمكن ان يحول مدمنه الى انسان فارغ فكريا اللهم يستر","N","2016-11-22 19:47:35"
"8543","هذيك راه دولة المليون ونصف المليون شاذ جنسي hhhhhh","N","2016-11-22 19:55:21"
"8544","اسرائيل دولة بمعنى الكلمة","P","2016-11-22 20:02:10"
"8545","اودي كثرو بحالها قراي التعاليق تعرفي بقاو غي العاهرات فكريا","N","2016-11-22 20:04:31"
"8546","موقف مصر واضح هي دولة عسكرية مثل الجزائر مع الأسف كانت أم الدنيا فأصبحت زبالة الدنيا يوم موقعة أم درمان دهبت أمومتكم والسيسي عميل للنظام الجزائري","N","2016-11-22 20:24:53"
"8547","منذ 32سنة والافارقة ينظمون اجتماعاتهم بدون المخرب وكانت دائما تكون هذه الاجتماعات ناجحة بدون هذه المملكة الهجينة المارقة","P","2016-11-22 20:44:45"
"8548","هههه جوابك دليل جهلك فالموضوع المطروح سخصية الرجل وليست سياساته.....نعلم ان لك جوال تريدين التباهي به","P","2016-11-22 22:04:02"
"8549","صفحة البورنو بامتياز الوداااع","N","2016-11-22 22:44:45"
"8550","حسبنا الله ونعم الوكيل ..كما فعلت بامك سياتي يومك.....لاحول ولا قوة الا بالله العلي العظيم","N","2016-11-22 23:25:21"
"8551","بعد الاستقلال كانت كل من كوريا الجنوبية والمغرب متساويين في الانتاج الاقتصادي
شوف كوريا الجنوبية اين وصلت
وشوف المغرب  فين ابقى
حلل وناقش......","P","2016-11-23 01:19:31"
"8552","على مابلي ان مصدر هذه تعليقات واحد....ومن طبيعي غادي يكون من اوباش.....ملحوظة مهما راه كيفما كان الحال فالمغرب  غير مقبول  ذكر اسم دولة انفصاليين...","N","2016-11-23 01:29:11"
"8553","محسن فكرى اطحن فى عربيه زباله وكأن شى لم يكن ياشعب جبان هههههههههههه","N","2016-11-23 01:52:21"
"8554","يجب الحقيقة ان يطبق القانون على الجميع انا مع رصاصة بشرط ان يطبق على وزير اذا سرق أو البرلماني  أو صاحب مسؤولية يجب ان نكون سواسية في القانون","N","2016-11-23 02:11:10"
"8555","هدا القزم الاعوار وجه وجه الشر .خبيث لدرجة باللون الاسود .هو وابن شماس والراضي والشقار  وشباط غير مجرمين واللصوص","N","2016-11-23 02:14:54"
"8556","أهلكتمونا يا الباجدة حكومة و شعباً","N","2016-11-23 02:40:07"
"8557","لا علاقة لكم بالحرية والظلم والحقرة استغلال هدا الملف لخدمة اجندات جزائرية
الحسيمة ليست هي غرداية الجزائرية","N","2016-11-23 02:58:09"
"8558","صحافة خسها نفي من ديك الدولة ماشي غير الإقصاء...طلعتو غير ب فضيحة/مصيبة/ سارع قبل الحذف....","N","2016-11-23 03:00:11"
"8559","نعم جد عادي نظرا لقوانينا الانتخابية التي تفرز لنا نخبة مسيرة  لا هم لها إلا مصالحها الخاصة سواء على المستوى الجماعي أو البرلماني","N","2016-11-23 03:07:36"
"8560","بعدو على المزايدات السياسية راكم هاد العام خدمتو اجندت حزب ما المهم ركزو على البرامج اللتي تمجد المغرب","P","2016-11-23 03:07:43"
"8561","اذل رئيس حكومة عرفه المغرب","N","2016-11-23 03:15:08"
"8562","دام عزك يا وطني ... 
وتحية شكر وتقدير لمملكة البحرين لدعمها بلدنا المغرب في قضية وحدته الترابية ومشروعية سيادته على أراضيه. 
الله الوطن الملك","P","2016-11-23 03:32:35"
"8563","اونجيبو ليه العمارية اونصوروه الى غادي اضرب عباد الله بالسيف راه خدامين كانصورو الافلام ونوضو تقاودو","N","2016-11-23 03:39:43"
"8564","قضاء السيسي لا يفرق بين الحي و الميت. دولة فاشلة بكل المقاييس.","N","2016-11-23 05:00:17"
"8565","وهل يحتاج البرلمانيون والمستشارون التبليغ عن غيابهم الدائم؟","N","2016-11-23 05:11:23"
"8566","انا بناي و ما فاهمش في سياسة والو . لاكن كانعرف بلي اى انهارت عمارة او منزل ضروري كيتصابوا البيوت ديال جيران .","P","2016-11-23 05:11:29"
"8567","خمس سنوات قليلة في حقهم لأن هده الخطوة تمس بأمن الدولة  غير مجرم عادي كياخد خمس سنوات","N","2016-11-23 05:19:15"
"8568","تحليل منطقي ومعقول على لسان امرأة مغربية حرة إبنة الأحرار. 
شكرا جزيلا الله يعطيك الصحة .","P","2016-11-23 05:19:21"
"8569","داءما الملك يتدخل ويعطي تعليمات....إوا حيدوا علينا هاد الحكومة كاع","N","2016-11-23 05:27:44"
"8570","تحية لاخنوش لأنه السوسي الوحيد لقدر اندم بنكيران على مقولة. .بشحال كيعيش السوسي كاع","P","2016-11-23 05:37:37"
"8571","وايلي على 3 قرطاسات راه بزاف على ميزانية الدولة وحدة صافي...تحية لرجال الامن خص اي شرطي قتل مقرقب يتعطاه وسام او ترقية","P","2016-11-23 05:50:38"
"8572","المغاربة قبضة واحدة معصمها صاحب الجلاله محمد السادس نصره الله #الله الوطن الملك","P","2016-11-23 06:00:58"
"8573","للهم انصر  الملك محمد السادس","P","2016-11-23 06:08:07"
"8574","لست مغربيا ..لذلك لا يحق لك انتقاد سياسة المغرب .انت من كلاب الجزائر","N","2016-11-23 06:15:55"
"8575","بندم عي تهضر سيد مات الله يرحمو مي مشرملين الكبار راهم أحرار تشفرو دولة على قدها وحطو في البونك برا تخليو الحمار وتشطرو على بردعة","N","2016-11-23 06:20:47"
"8576","هذا وان دل انالمملكة المغربية قوية لكي تتحالف معك السعودية والامارات وقطر ان شاء الله سنربح الرهان وسنهزم الاعداء والصحراء مغربية","P","2016-11-23 06:25:32"
"8577","أكبر شفار هو اخنوش أنا كنعرفو كتر منكم أنا سوسي حر أخنوش إكا لمفيا لكولو مقرن","N","2016-11-23 06:26:36"
"8578","نريد حكومة جادة ومسؤولة تخدم مصالح المواطن والوطن،و لا تخدم مصالحها الشخصية...","P","2016-11-23 06:45:56"
"8579","عليك ان تكسب محبة الناس  اولا وتانيا بنكيران رجل بمعنى الكلمة وليس كما تدعون شوفوا شي مصطلحات اخرى","P","2016-11-23 06:57:06"
"8580","النصيحة عطيها لراسك السكير الخبيت السياسة بعيدة عليك النصيحة زيدها فراسك حتى تربي راسك وتكون راجل عاد انصح اسيادك  الفاسق","N","2016-11-23 06:59:13"
"8581","الدولة التي تسعى الى رسم خطواتها من اجل التقدم والازدهار لابد ان يكون لديها اعداء هكدا حال المغرب (اللهم كتر حسادنا )","P","2016-11-23 07:01:34"
"8582","المساعدات محتجين فيها حنى الشعب المغربي مكنجبرو باش نخلصو الفواتير ديال الماء والكهرباء كنقطعوها من الخبز وندفعها للدولة","N","2016-11-23 07:12:35"
"8583","الشعب المغربي برمته يفتخر بالانجازات والمشاريع الكبيرة التي قام و يقوم بها الملك محمد السادس  اللهم انصر المغرب واهل المغرب و ملكها الهمام","P","2016-11-23 07:20:40"
"8584","حتى هذا الحتالة ولا تيتكلم في السياسة اوى مبقو هي الشياخ حتى هما اعطو النصائح","N","2016-11-23 07:26:44"
"8585","عندما ترى العياشة بزاف فاعلم انك في دولة ديكتاتورية فاشلة","N","2016-11-23 07:30:50"
"8586","ههههههههههه محمد السادس هو لي صيفط ليك بولحيا  يعتقك من جنوي     وشكرو الله اعباد الله محمد السادس راه فطانزانيا ههههههه","N","2016-11-23 07:34:44"
"8587","ما أفسد السياسة المغربية الا كثرت الأحزاب. الدول العظمى نجد حزبين. وفي بلدنا الحبيب لكل حي حزب.","N","2016-11-23 07:45:27"
"8588","لست متفاءل بهذه الحكومة لانها اكيد ستكون حكومة الافتراس والدليل هو تشكيلها من 400 حزب ...","N","2016-11-23 07:53:27"
"8589","مكاين غير طحن مو","N","2016-11-23 07:56:25"
"8590","اولا اهبطو بنادم لصحراء ادرب الاعمال الشاقة ،على الاقل تستافد منهم الدولة،","N","2016-11-23 07:58:27"
"8591","لو لم تفعل المؤسسة العسكرية ذالك لرايتم الجزايريين ينطحنوا في شاحنات الزبل مثل المغاربة","P","2016-11-23 08:05:37"
"8592","احسن ما تتشكل الحكومة باللصوص فحالكم يا الرباعة دالشفارة قلت هكذاك زياليك غادي تخلاعنا وإحنا ما خصنا حكومة ديالكم","N","2016-11-23 08:17:54"
"8593","لا يهم. أنتظر الرد في الوقت المناسب كما عودنا الملك محمد السادس وأنا على يقين أنه سيرد سيجعلك تقتني الحفاظ.","P","2016-11-23 08:19:02"
"8594","الدولة لا علاقة بالتربية ، فالتربية نتاج البيت فقط ، فكل من لم يتحمل مسئولياته تجاه تربية أبنائه بنشر فشله ووسخه علي حبل الدولة .","P","2016-11-23 08:21:58"
"8595","تحية لرجال الشرطة الأحرار من أجل اطلاق الرصاص على المشرملين والكرساج","P","2016-11-23 08:23:35"
"8596","حنى دولة مغربية لها أربع قرون من الزمن والتاريخ شاهد علينا لا يهمنا السيسي ولا الاندال بحالوا مكين غير الله الوطن الملك","P","2016-11-23 08:44:19"
"8597","تحليل منطقي ومعقول على لسان امرأة مغربية حرة إبنة الأحرار👍👍👍","P","2016-11-23 08:54:27"
"8598","عاش مللك محمد السادس الله ينصرو على الاعداء
والله يحفض والي العهد مولاي حسن  من شر 
العين والحسد  
عاش الملك
الله 
الوظن
الملك","P","2016-11-23 09:00:27"
"8599","حفظ الله البحرين ملكا وحكومة وشعبا الاتحاد قوة","P","2016-11-23 09:01:42"
"8600","سبحان الله باش تعرفو الخونة ديال البلاد لوحو ليهم تصاور محمد السادس تديرو ليهم الضرسة دابا غ جاهم مرض السكر الموت للخونة والكلاب الضالة","N","2016-11-23 09:13:40"
"8601","الذين يلومون الأستاذ أدعوهم لتجربة القسم ليوم واحد فقط وأنداك فليصدروا أحكامهم 
فشل 😣 التعليم في المغرب سببه الدولة و الفاهم يفهم","N","2016-11-23 09:14:23"
"8602","هادشي خاص يديرو الملك ديال السويد ولا الدانمارك، ماشي ملك ديال دولة فيها السبيطارات دايرين بحال المقابر لي دخل ما يخرج. لكن يبدو له ان المغرب مثالي","N","2016-11-23 09:16:23"
"8603","لم تصدقي لان ملكم معيشكم في الاوهام راهم قريب يطحنكوم كلكم في ساحنات الزبالة","N","2016-11-23 09:16:37"
"8604","جيل طالع عوج لا تربية لا قراية همهم أ راس الدرس و اللعب و نهار يكبر بدا يلوم الدولة علاش خدمة ماكيناش !!!!!","N","2016-11-23 09:16:48"
"8605","يلوم الدولة ولا يلومك انت 
اديها غي سوق راسك","N","2016-11-23 09:19:33"
"8606","فين خدامين الناس لي عنددهم لاليصونص خدامين لي عندهم ديبلومات من حقوا اسال على الخدمة او الدولة فالحة تهرب ثرواث البلاد او تسثتمرهم في افريقيا","N","2016-11-23 09:20:47"
"8607","مكاينش الخدمة بالقراية ولابلا قراية فبلادنا كيخدمو غي بالمعرفة سياسة باك صاحبي","N","2016-11-23 09:29:11"
"8608","ما بغيتوش تفهموا المغرب اقوى دولة في المغرب العربي والدليل انتم واتباعكم ما قدرتوش عليه عاش محمد السادس","P","2016-11-23 09:30:09"
"8609","برافو وزارة الداخلية 😊","P","2016-11-23 09:31:18"
"8610","كيف يستطيع شعب مستعبد مازال يقبل ارجل وايادي السلاطين ان ينتصر على شعب حر متقدم علميا واقتصاديا وسياسيا وفكريا . 
فكر فيها ولا تلقي الكلام جزافا","N","2016-11-23 09:31:32"
"8611","المشكل لى واضح هو الماء لكتغسل بيه راه ديال الدولة ماهو ديال الطبيبة ول الفرملية","N","2016-11-23 09:44:42"
"8612","توحشتك يا مدينتي الغالية الحمد الله لي انعم عليها الله بامطار الخير","P","2016-11-23 09:55:42"
"8613","دور الأستاذ تربية التلميذ ثم تعليمه لأنه موظف لدى وزارة التربية و التعليم..و الأستاذ جاني غير مؤهل لهذه المهنة","N","2016-11-23 09:57:40"
"8614","القبايل هي الدولة الوحيدة اللي من حقها الحضور","P","2016-11-23 10:47:55"
"8615","الجزاءر دولة حقودة اللهم اجعل كيدهم في نحورهم","N","2016-11-23 10:49:13"
"8616","نلاحظ ان ابن الملك يشبه كثيرا الحارس الشخصي للملك #خالد_فكري الذي تم قتله لستر الفضيحة","N","2016-11-23 10:53:56"
"8617","قلت ليهوم الجامعة المغربية كادخل السياسة ف الكورة و كاتحكم أيضا ف قرارات المدرب مازال ماتاقوش","P","2016-11-23 10:53:57"
"8618","قرابة الشهرين والمغرب بدون حكومة وكل الأمور تسير بشكل جيد فلا داعي لتشكيلها أرجوكم أرتركوا المغرب هكذا فهو جميل ومريح وأكثر فعالية","N","2016-11-23 11:06:36"
"8619","بعيدا عن السياسة و الدين ...منتخب إيران قوي ّسيعرّي ضعفهم لذلك رفضوا مواجهته...","P","2016-11-23 11:06:58"
"8620","شكرا ل السعودية و الإمارات الشقيقتين على هذا القرار الصائب لأن هما من يتخذو القرار في المغرب في كل المجالات حتى في الرياضة ناهيك عن السياسة","P","2016-11-23 11:07:17"
"8621","يونس اليوبي اسي لقلاوي اش جاب الكرة للدين والسياسة يا تريكة العبيد","N","2016-11-23 11:11:05"
"8622","Hamid Hamid   غاز هههههههه راه نتوما اللي مزال قلعصور الوسطى   اما المغرب ديما كاتاخدوه كقدوة ليكم  فالبرامج السياسية  ديالكم","N","2016-11-23 11:12:38"
"8623","شبعتي من بزولة الدولة فاش كان باك سفير ودابا دايرة فيها علينا يسارية ووجهك قاسح را دخلتي الاتنخابات ومنجحتيش سيري تخباي","N","2016-11-23 11:18:11"
"8624","العلاقات الدولية ليست جمعية خيرية المغرب رهن سيادته خدمة للخلجيين وحتى كرة القدم لم تسلم وقس على ذالك","N","2016-11-23 11:20:26"
"8625","هاد الشعب دايها غير فاللشطيه اناسي بالله البلاد غادا بلا حكومة","N","2016-11-23 11:27:24"
"8626","جيعان تيقلب على الجوع 
نحمد الله على العيش الكريم فى بلادنا الشريف
نعتز و نحيب وطننا و ملكنا محمد السادس نصره الله","P","2016-11-23 11:31:25"
"8627","ولن يرقى احفاد فرنسا اللقطاء بني خرخر الى احفاد المرابطين والسعدين فعمر هده الدولة 1200 عام مغربي وافتخر [[PHOTO]]","N","2016-11-23 11:35:14"
"8628","منيب تريد يهاته الكلمات ان تستميل الامازيغين الرديكالين  الملاحدة الى حزبها  اليتم  لاتامن الا المصلحة","N","2016-11-23 11:44:53"
"8629","طحن مووو هادو هما للي يستحقو الطحن !!","N","2016-11-23 11:49:09"
"8630","فوتوه لخدام الدولة كيف كتديرو ديما.ولا حيث هذا حمار خاص تديروا ليه اعلان.","N","2016-11-23 11:55:45"
"8631","اعلاش اشكون غادي حاسبوم  لان الحكومة اتعملت باش اتحاسب الشعب واتعطي البرلمانيين والمستشارين والوزراء والقضاء لان مساكن معندومشي","N","2016-11-23 12:10:46"
"8632","الجزائر دولة ضارة لا نافعة أن اردت انت تساعد افريقيا تساعد شعبها","N","2016-11-23 12:12:28"
"8633","لا تخف ممن يأتي الى الحكومة وهو ملياردير، بل خف ممن يأتيها وهو مزلوط ويخرج منها وهو ملياردير..","P","2016-11-23 12:18:40"
"8634","مصر دولة عميلة للصهاينة منذ الستينات من القرن الماضي وخصوصا في عهد رؤسائها غير الشرعييين","N","2016-11-23 12:26:38"
"8635","شحال مكنحملش هاد منيب 
كتستغل الفرص باش تبان ودايرا فيها زعيمة 
سيري اميمتي تكمشي راه المغاربة فاقو","N","2016-11-23 12:34:32"
"8636","مغاربة يطلبون من مغاربة إطلاق النار على مغاربة 
النار يجب ان تطلق على من جعل المغاربة يصبحون مجرمين بالسياسات الفاشلة و المخططات الخبيثة","N","2016-11-23 12:34:44"
"8637","نبيلة منيب وحزب الفدرالية خاطب وعي الناس وهذا هو خطأه لان هذا الشعب جد متخلف ومتمسك بالسلف والتقاليد","P","2016-11-23 12:37:33"
"8638","موريتانيا لا محل لها من الإعراب دولة بدون أي تأثير. مصر السيسي تفتقد لهويتها و رأيه لا يعبر على المصريين و حكمه لن يدوم طويلا","N","2016-11-23 12:38:35"
"8639","الاحزاب السياسية باختلاف تياراتها ،ليست ضد الفساد!!!  بل ضد عدم الاستفادة منه!!!","P","2016-11-23 12:47:23"
"8640","اقسم بالله لو تستمر الدولة في للقرطاس والشعب يضامن مع الحموشي حتى يتقادو هاد المجريمين القرطاس القرطاس القرطاس القرطاس القرطاس [[PHOTO]]","N","2016-11-23 12:48:33"
"8641","مهما خذلتك حياتك و دولة الشكوبيستان .. و مهما لم تعد تشرب الحليب..... لا تنتحل جنسية أخرى يا الحركي 😂😂😂😂😂😂😂😂","N","2016-11-23 12:56:04"
"8642","تبارك الله عليك انا ما استغربتش من موقف السيسي لان بسببو مصر فقدت ديبلوماسيتها ومكانتها السياسية رجل غبي وعاش الشعب المصري","N","2016-11-23 12:57:33"
"8643","اخى انا مصرى مثلك... كيف اعلنت مصر عدم الاعتراف وهى من استضافت البوليساريو فى الاحتفال من ايام فى شرم الشيخ بشأن البرلمان المصرى...","P","2016-11-23 12:57:41"
"8644","Anas Laa الحرية هي استقلال الذات فكريا وعمليا ، شريطة ان لا تتجاوز هذه الحرية المعيار الاخلاقي","P","2016-11-23 12:59:51"
"8645","عاش المغرب ملكا و شعبا اخي هانى يونس  
المؤتمر كان تحت رعاية الاتحاد الأفريقي و بنفس الطريقة الصهيونية وضعوا يافتة باسم  هذا الكيان الباعث علي التوتر","P","2016-11-23 13:00:18"
"8646","الشعب المغربي متشبتا بحكومة من تعيين الملك يكون فيها هو المسؤول عن كل شيء","P","2016-11-23 13:03:20"
"8647","تحية للمملكة السعودية والامارات  وجميع الدول الصديقة للمغرب","P","2016-11-23 13:12:34"
"8648","بين الجزائر والبوليساريو توجد مملكة دعارة ولواط وعاصمتها الرباط ومؤسسها دنيال خخخخخخخخخخخخخخخخخخخخخخخخخخخخخخ","N","2016-11-23 13:13:16"
"8649","اسمح لي اخي مصر لها وزنها فقط بالنسمة السكانية اما على الصعيد الدولي فليس لها اي وزن مدامت ليست لها حتى حكومة شرعية","P","2016-11-23 13:15:44"
"8650","لهاذا السبب خدام الدولة ناءم داءما لان الكرش عامرة","N","2016-11-23 13:19:17"
"8651","السيسي فاقد لشرعية فهو ليس له تأثير على القرارات الدولية","N","2016-11-23 13:31:02"
"8652","هدا في نظري الشخصي هو الإرهاب الحقيقي يهدد حياة المواطنين رغم أننا في دولة الحق والقانون","N","2016-11-23 13:42:08"
"8653","Samira bouchnefa قالك الجزائر دولة عظمى ...سبحان الله أنتم تصطفون يومياً لأجل نصف لتر حليب ...","N","2016-11-23 13:45:59"
"8654","والله العظيم الا محمد السادس معلم الله يزيدو من فضله","P","2016-11-23 13:50:10"
"8655","مصر موقفها مثل الشرموطة تنعس معك ليوم وغدا تنقلب عليك دولة فاشلة #","N","2016-11-23 14:09:48"
"8656","المشرملين الكبار راهم في البرلمان......هداك غير بنادم تلقاه تاهو شرلموه فحياتو......","N","2016-11-23 14:09:55"
"8657","هههه دولة تع آخر الزمن هههه","N","2016-11-23 14:13:25"
"8658","هل سيسي رئيس دولة دخل شعب مصر هذا عادي جدا أن يحضر اﻻسفل عفواً القمة","N","2016-11-23 14:24:19"
"8659","نشكر ونتمن الدول العربية الشقيقة براسة المملكة العربية السعودية على وقفتها التظامنية مع المغرب.","P","2016-11-23 14:52:34"
"8660","مصر دولة كبيرة مش اى حد يخرج هى تخرج وراه 
انتو بتفهمو غلط مصر هى من تقود الوطن العربى 
ولست تابعة لأحد","N","2016-11-23 14:53:13"
"8661","مالك جاتك النفس على موريطانيا واباز ارجع للتاريخ  واش كانت اصلا دولة اسمها موريطانيا","N","2016-11-23 15:12:26"
"8662","لا هلا يجعلك تفهم أصلا دولة الإنقلاب من الطبيعي مساندتها للحركات الإنفصالية","N","2016-11-23 15:20:16"
"8663","نعم لطحن _المشرمل","P","2016-11-23 15:27:22"
"8664","بما ان الدولة و المسؤولين  ناعسين و تستفيد من  السياحة الجنسية في اقتصاد البلاد،  فتوقعوا الأسوء، ....","N","2016-11-23 15:35:57"
"8665","لا غير دير الحكومة بواحدك الفاشل","N","2016-11-23 15:39:07"
"8666","تنبيه ⚠ هام العنوان. ملغم ،الشرطي ليس قاتل وانما مطهر الدولة من جراثيم يرهبون المواطنين .يجب. نكز العنوان.","P","2016-11-23 16:07:54"
"8667","واش الحكومة ما تفرضش عليهم عقاب صارم","N","2016-11-23 16:11:16"
"8668","لماذا بعض المغاربة يدافعون عن الفساد ويجعلونفسدا قضيةًرطنيةًعذا العيني لوًكان بامريكا لرموه بالسجن !كفى تسييسا للقانون وخلق قضايا مزرية ومقززة !","N","2016-11-23 16:15:25"
"8669","اشحال من مجرم تمحنوا معاه رجال الدرك والشرطة جتى قبطوه بامر من النيابة العامة تيتسنطوا ليه تيقدموه للقضاء لكن مع الاسف تيطلقوه في المجكمة","N","2016-11-23 16:16:36"
"8670","للأسف الشديد هده هي دولةالحق والقنون","N","2016-11-23 16:18:02"
"8671","نور الشمس انا مغربية والجزائريين تاج راسي منيش من الحمير لي يتبعو الاعلام والسياسة الحقيرة  تاعكم","P","2016-11-23 16:26:25"
"8672","نور الشمس والله حنا نحبوكم وأمور الدولة والسياسة مادخلنا فيها ربي وكيلهم ....غير حبينا يا نور ومتكحليش قللك😜😜😜","P","2016-11-23 16:32:56"
"8673","علا بيها المخزن يطحن فيكم و احنا نقولولكم اتحرروا من العبودية و الحقرة ارجلوا شوية علابالي العياشة يبداو ينابحوا كي لكلاب","N","2016-11-23 16:40:31"
"8674","ياسين هيتم رجاوي الهضرة لي گاليا رداتني راجل و موراها وليت كنقرا و كنتخلص على قرايتي، كون مسمعتش هضرتو كون وليت كائن معاق فكريا بحالك😀","N","2016-11-23 16:44:52"
"8675","المهم شاف المغرب دولة متقدمة الأولي في افريقيا في جميع الميادين اما هوا راه باقي في الغابة كالحيوانات","P","2016-11-23 16:46:17"
"8676","نعم للرصاص .والدولة سوف تصبح امنة .الله يحفظكم .تحية اليكم يا شرطة","P","2016-11-23 16:52:36"
"8677","الامن يقبطهم وزارة العدل كتفطحهم حبس مبقاش كيخلع","N","2016-11-23 16:59:46"
"8678","يجب إعادة الهيكلة في هده الحكومة والمستشرين باش المغرب اكون احسن واغنى دولة في العالم","P","2016-11-23 17:05:30"
"8679","طحنو ولديهم","N","2016-11-23 17:06:35"
"8680","دولة الحق و القانون و الشعب فوق الكانون","P","2016-11-23 17:17:17"
"8681","الجزائر أغبى دولة في العالم","N","2016-11-23 17:27:51"
"8682","الصحراء مغربية والملك محمد السادس ذخر للبلاد والعباد","P","2016-11-23 17:30:52"
"8683","حقير اش عندو.ما يقول في الدولة ديال سيدو محمد السادس","N","2016-11-23 17:34:14"
"8684","يستاهل أكثر من ذلك . تحياتي لملكنا الهمام محمد السادس نصره الله .","P","2016-11-23 17:38:11"
"8685","المرجو منكم تصحيح العنوان..فلسطين المحتلة تحترق وليست اسرائيل..! لأنه لا يوجد دولة اسمها اسرائيل...إلا اذا اعترفتم بها انتم؟؟","P","2016-11-23 18:11:30"
"8686","الصحراء الغربية دولة عربية ذات سيادة 😂","P","2016-11-23 18:12:39"
"8687","إن شاء الله ينحرقو قاع ويتحولو بترول وتولي فلسطين دولة منتجة للنفط 😀😀","P","2016-11-23 18:14:58"
"8688","اتقود شحال من خريا كتصحب راسها شباكية انا هدا ماشي رائس دولة كسال ف الخمام حسن منو","N","2016-11-23 18:17:39"
"8689","اللهم يسير وﻻتعسير يادالجلل وﻻءكرم لي صاحب الجلالة الملك محمد السادس في الخير اللي شعب المغرب واﻻمة اﻻسلمية","P","2016-11-23 18:23:46"
"8690","حكومة السعودية دائما في صف المغرب شكرا شكرا","P","2016-11-23 18:25:15"
"8691","اللهم امطر على اسرائيل امطارا من لصانص ودوليو وللكول وكل حاجة تسهل في اندلاع الحريق بسرعة البرق","N","2016-11-23 18:29:23"
"8692","العطالة السياسية سبيلكم","N","2016-11-23 18:34:52"
"8693","هدا التحليل يمكن ان ينطبق عليكم ﻻ علي المغرب انتم الدين تريدون اقحام لقيطكم في كل المحافل دولية او افريقية وستندمون يوما وتطلبون العفو","N","2016-11-23 18:35:03"
"8694","مقدمين غير فنيكاح لا اقل ولا اكتر والاسراءيلين متقدمين نزع الاراضى الفلسطينية و بناء سكن للمستوطنينن والفلسطنيون ممتفقينش غير بنتهم جوج حكومة الكلخ","N","2016-11-23 18:37:21"
"8695","صورة تجمع ملك المغرب وولي عهده الأمين ... اللهم إجعل المملكة المغربية الشقيقة بلدا آمنا مطمئنا وسائر بلاد المسلمين.","P","2016-11-23 18:46:04"
"8696","Abdelhak Azizi 
دخل لصفحة ( النانة لبات الرشيد)  وتشوف. و زيدون محسن فكري قتلوه صحابو ماشي وزير الداخلية ولا لكوميسير و لا البوليسي ولا الملك","P","2016-11-23 18:53:02"
"8697","مجتمع منحط اخلاقيا ' عليهم بنهضة فكرية والا سيأتي السياح مستقبلا للتفرج على التخلف بدل التفرج على الآثار","P","2016-11-23 18:56:16"
"8698","الله ينصر سيدنا محمد السادس ملك المغرب وصحراء مغربية وتبقى مغربية الى حيث أن يرت الله اﻻرض ومن عليها وعاش الملك محمد السادس","P","2016-11-23 19:09:13"
"8699","نعم قد تكون سياسة مخزنية ايضا ولكن  في كل اﻷحوال قطاع الطرق يهددون المواطنين يجب قتلهم","P","2016-11-23 19:11:53"
"8700","شوف هاد ولاد القحاب ولاد الزنا جالسين مفطحين ف لوطيل ديال وزارة العدل الله ينعلها وزارة 
هاد خاص مهم لكاشو وحفير جبال سلاكط د لويل","N","2016-11-23 19:15:40"
"8701","ولو عاشوا مليار سنة أخرى سيبقى القرأن الكريم هو دستور البشرية
صدق الله العظيم","P","2016-11-23 19:18:58"
"8702","نحن مع غلق الحدود حتى يرث الله الارض ليس هناك مغرب عربي .المغرب الوحيد هو المملكة المغربية وبسسسسسسسسسسسسسسسسسسسسسس","P","2016-11-23 19:23:54"
"8703","المفروض هادشي يكون عااادي جدا ..لكن و بما انه تصرف صادر من مغربي ديالنا فالاخوان ستغربوه لدرجة عطاوه تنويه و يمكن شي جائزة دولية ههههههههه","N","2016-11-23 19:51:37"
"8704","خمسة و عشرون سنة سجنا في الدول الكافرة !!! و سنتين في الدولة المسلمة hhhhhhhhhh و الله حتى راكوم ما عندكومً وجه تحشمو بيه","N","2016-11-23 19:56:16"
"8705","وتا نوض إسرائيل مشات والقيامة يوم الجمعة وبن كيران مازال مكونش حكومة","N","2016-11-23 20:17:31"
"8706","الأجر مقابل العمل قالها للمضربين عن العمل, التشاور من أجل التحالف ممكن يعملو فدارو. 
علاش كتخلطوا العرارم. شحال ديال الفهامات","N","2016-11-23 20:21:38"
